District,Target Column,Best Parameters,MSE,R²
Akola,Irrigated Area,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_depth': 20, 'bootstrap': True}",85.49372848591223,0.855640911606067
Akola,Annual Rainfall,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': True}",4940.930455559516,0.863294095226935
Akola,NITROGEN CONSUMPTION (tons),"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': None, 'bootstrap': True}",540938.9798250018,0.997978797744783
Akola,NITROGEN SHARE IN NPK (Percent),"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_depth': 20, 'bootstrap': False}",13.940459798534798,0.7741416854815717
Akola,NITROGEN PER HA OF NCA (Kg per ha),"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20, 'bootstrap': False}",0.3369296474358975,0.999168309958555
Akola,NITROGEN PER HA OF GCA (Kg per ha),"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",1.7915979307695646e-27,1.0
Akola,PHOSPHATE CONSUMPTION (tons),"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': None, 'bootstrap': False}",459233.8253205129,0.9971052820024429
Akola,PHOSPHATE SHARE IN NPK (Percent),"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",5.959646983363858,0.9152030651054479
Akola,PHOSPHATE PER HA OF NCA (Kg per ha),"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 20, 'bootstrap': False}",4.30731328352443e-27,1.0
Akola,PHOSPHATE PER HA OF GCA (Kg per ha),"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_depth': 20, 'bootstrap': False}",2.8086995375457877,0.977326008209057
Akola,POTASH CONSUMPTION (tons),"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 10, 'bootstrap': False}",46264.283653846156,0.9959806169178856
Akola,POTASH SHARE IN NPK (Percent),"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",0.6029990384615384,0.9846102297454813
Akola,POTASH PER HA OF NCA (Kg per ha),"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 10, 'bootstrap': False}",0.06765817307692307,0.9961573025326894
Akola,POTASH PER HA OF GCA (Kg per ha),"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",1.877725991957625e-28,1.0
Akola,TOTAL CONSUMPTION (tons),"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 10, 'bootstrap': False}",3580541.0048076925,0.996365881830772
Akola,TOTAL PER HA OF NCA (Kg per ha),"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 10, 'bootstrap': False}",4.148542788461539,0.9972321255312832
Akola,FOREST AREA (1000 ha),"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_depth': 10, 'bootstrap': True}",1.9409445294440641,0.9659661658068575
Akola,BARREN AND UNCULTIVABLE LAND AREA (1000 ha),"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_depth': 20, 'bootstrap': True}",1.9983839250084046,0.9078086955244964
Akola,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 20, 'bootstrap': False}",0.11979340064102528,0.998911146960852
Akola,CULTIVABLE WASTE LAND AREA (1000 ha),"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 20, 'bootstrap': False}",2.2868774234316663e-27,1.0
Akola,PERMANENT PASTURES AREA (1000 ha),"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': True}",2.6442828933827873,0.9588199626766067
Akola,OTHER FALLOW AREA (1000 ha),"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 10, 'bootstrap': True}",5.4722827907918985,0.9379555611850614
Akola,CURRENT FALLOW AREA (1000 ha),"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_depth': 10, 'bootstrap': True}",8.691667368428499,0.859651583967245
Akola,NET CROPPED AREA (1000 ha),"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_depth': 20, 'bootstrap': True}",137.1746337056592,0.7062988205265157
Akola,GROSS CROPPED AREA (1000 ha),"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_depth': 10, 'bootstrap': False}",225.21833608058603,0.9870360050490746
Akola,CROPING INTENSITY (Percent),"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': None, 'bootstrap': False}",1.0622024038461535,0.9957378039642936
Akola,Min Temp (Centigrate),"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_depth': 20, 'bootstrap': True}",0.04200850438269847,0.8446123153457883
Akola,Max Temp (Centigrate),"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 20, 'bootstrap': True}",0.020878195142494314,0.8830669183889062
Akola,Precipitation (mm),"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': True}",1316.5613882877487,0.9539128041688731
Akola,Evapotranspiration (mm),"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 10, 'bootstrap': False}",77.31331070153848,0.9872751921098682
Amarawati,Area,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 10, 'bootstrap': True}",2211.0238850964065,0.8772522659989719
Amarawati,Production,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': 20, 'bootstrap': False}",8895.51627706044,0.9090702899008603
Amarawati,Yield,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_depth': None, 'bootstrap': True}",1971063.6773196915,0.8851202433524952
Amarawati,Irrigated Area,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 10, 'bootstrap': True}",37.43187562185639,0.966392267139638
Amarawati,Annual Rainfall,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_depth': 20, 'bootstrap': True}",8696.961898702712,0.7498879317499427
Amarawati,NITROGEN CONSUMPTION (tons),"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 10, 'bootstrap': True}",320617.60129035445,0.9978775089655462
Amarawati,NITROGEN SHARE IN NPK (Percent),"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 10, 'bootstrap': True}",6.5126375083889165,0.8915635214331296
Amarawati,NITROGEN PER HA OF NCA (Kg per ha),"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': None, 'bootstrap': True}",0.6085891175783347,0.9976759672414925
Amarawati,NITROGEN PER HA OF GCA (Kg per ha),"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 20, 'bootstrap': True}",1.795096661791897,0.9879749774077524
Amarawati,PHOSPHATE CONSUMPTION (tons),"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 20, 'bootstrap': False}",60424.512820512806,0.9993023274266214
Amarawati,PHOSPHATE SHARE IN NPK (Percent),"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': True}",4.494407540618126,0.8980912126477576
Amarawati,PHOSPHATE PER HA OF NCA (Kg per ha),"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 20, 'bootstrap': False}",0.11683557692307679,0.9992300934601014
Amarawati,PHOSPHATE PER HA OF GCA (Kg per ha),"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",1.2230665064102562,0.986921500525644
Amarawati,POTASH CONSUMPTION (tons),"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",0.0,1.0
Amarawati,POTASH SHARE IN NPK (Percent),"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",2.792763740079364,0.9083226912743471
Amarawati,POTASH PER HA OF NCA (Kg per ha),"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': None, 'bootstrap': False}",0.11881315282051294,0.9954923528330764
Amarawati,POTASH PER HA OF GCA (Kg per ha),"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 20, 'bootstrap': False}",0.058715758665716974,0.9961960044751813
Amarawati,TOTAL CONSUMPTION (tons),"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20, 'bootstrap': False}",1532988.298076923,0.9975061364005482
Amarawati,TOTAL PER HA OF NCA (Kg per ha),"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 20, 'bootstrap': False}",2.3859137521454763e-25,1.0
Amarawati,FOREST AREA (1000 ha),"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 10, 'bootstrap': False}",13.997186922619049,0.9249772059010145
Amarawati,BARREN AND UNCULTIVABLE LAND AREA (1000 ha),"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_depth': None, 'bootstrap': True}",0.4452639148305609,0.6962028624448139
Amarawati,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': None, 'bootstrap': True}",0.3817056567051449,0.9801658458120563
Amarawati,CULTIVABLE WASTE LAND AREA (1000 ha),"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_depth': 10, 'bootstrap': False}",1.439537837606837,0.7965142040870145
Amarawati,PERMANENT PASTURES AREA (1000 ha),"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_depth': 10, 'bootstrap': True}",11.927373295209986,0.9386358460597517
Amarawati,OTHER FALLOW AREA (1000 ha),"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': None, 'bootstrap': False}",3.7973695875305244,0.8904149504338643
Amarawati,CURRENT FALLOW AREA (1000 ha),"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_depth': 20, 'bootstrap': False}",4.529464285714287,0.9511914035403544
Amarawati,NET CROPPED AREA (1000 ha),"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 20, 'bootstrap': True}",33.24297252409231,0.9216921199108636
Amarawati,GROSS CROPPED AREA (1000 ha),"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_depth': 20, 'bootstrap': False}",322.9540945512821,0.9809998955524404
Amarawati,CROPING INTENSITY (Percent),"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': None, 'bootstrap': False}",0.6939413461538463,0.9969819308066692
Amarawati,Min Temp (Centigrate),"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 10, 'bootstrap': True}",0.02047807854888907,0.917918956427167
Amarawati,Max Temp (Centigrate),"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 10, 'bootstrap': True}",0.015588089504012248,0.9059223457463847
Amarawati,Precipitation (mm),"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': None, 'bootstrap': True}",6881.7910306604135,0.7807563036521581
Amarawati,Evapotranspiration (mm),"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 10, 'bootstrap': True}",473.37462484886066,0.8737857451225175
Beed,Area,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': None, 'bootstrap': False}",1779.764626923078,0.9505838283009567
Beed,Production,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 10, 'bootstrap': True}",5517.298447791329,0.9450723276225717
Beed,Yield,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 20, 'bootstrap': True}",924216.0321812495,0.9378738463799496
Beed,Irrigated Area,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 20, 'bootstrap': False}",2.261200607782803e-25,1.0
Beed,Annual Rainfall,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_depth': None, 'bootstrap': True}",9761.838519523966,0.7083305131625495
Beed,NITROGEN CONSUMPTION (tons),"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': None, 'bootstrap': False}",3987434.813736264,0.9888099956638644
Beed,NITROGEN SHARE IN NPK (Percent),"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_depth': None, 'bootstrap': True}",16.017810036055433,0.8141759454860551
Beed,NITROGEN PER HA OF NCA (Kg per ha),"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': None, 'bootstrap': False}",2.6891951923076935,0.9959059182918103
Beed,NITROGEN PER HA OF GCA (Kg per ha),"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",1.8559929925375518e-26,1.0
Beed,PHOSPHATE CONSUMPTION (tons),"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 10, 'bootstrap': False}",0.0,1.0
Beed,PHOSPHATE SHARE IN NPK (Percent),"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': None, 'bootstrap': False}",1.951644230769231,0.9519887283195407
Beed,PHOSPHATE PER HA OF NCA (Kg per ha),"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 20, 'bootstrap': False}",0.7723734871794867,0.9969901493404763
Beed,PHOSPHATE PER HA OF GCA (Kg per ha),"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 10, 'bootstrap': False}",0.8989010176923079,0.9939333812264993
Beed,POTASH CONSUMPTION (tons),"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",0.0,1.0
Beed,POTASH SHARE IN NPK (Percent),"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_depth': 20, 'bootstrap': True}",5.276496165895987,0.8459383248739328
Beed,POTASH PER HA OF NCA (Kg per ha),"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': 20, 'bootstrap': False}",1.324490280830281,0.979901845192888
Beed,POTASH PER HA OF GCA (Kg per ha),"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_depth': 10, 'bootstrap': False}",0.7324408760683762,0.980135209325149
Beed,TOTAL CONSUMPTION (tons),"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 10, 'bootstrap': False}",0.0,1.0
Beed,TOTAL PER HA OF NCA (Kg per ha),"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20, 'bootstrap': False}",12.953951923076918,0.9946342987025019
Beed,FOREST AREA (1000 ha),"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_depth': 20, 'bootstrap': True}",0.2883364246046386,0.8525231020413715
Beed,BARREN AND UNCULTIVABLE LAND AREA (1000 ha),"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_depth': 10, 'bootstrap': True}",0.6048316200045781,0.9620006844789282
Beed,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 10, 'bootstrap': True}",2.6000857644627353,0.9475044381485588
Beed,CULTIVABLE WASTE LAND AREA (1000 ha),"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 20, 'bootstrap': True}",7.14395439999979,0.9211148018924056
Beed,PERMANENT PASTURES AREA (1000 ha),"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_depth': 20, 'bootstrap': True}",1.4015259279965844,0.8642918005445634
Beed,OTHER FALLOW AREA (1000 ha),"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_depth': 20, 'bootstrap': True}",278.1229409612578,0.5606497793033878
Beed,CURRENT FALLOW AREA (1000 ha),"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_depth': 20, 'bootstrap': True}",846.5228819477663,0.665886509805454
Beed,NET CROPPED AREA (1000 ha),"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': True}",484.02030939178337,0.9010796750281378
Beed,GROSS CROPPED AREA (1000 ha),"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 10, 'bootstrap': True}",740.3885544788656,0.9241052874122174
Beed,CROPING INTENSITY (Percent),"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_depth': 20, 'bootstrap': False}",11.672497099358976,0.9235029426583681
Beed,Min Temp (Centigrate),"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': True}",0.01676224411576854,0.930489769737988
Beed,Max Temp (Centigrate),"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': None, 'bootstrap': True}",0.014361572025714935,0.9163945004439857
Beed,Precipitation (mm),"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 10, 'bootstrap': True}",9153.738537505134,0.7580250200471281
Beed,Evapotranspiration (mm),"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': 10, 'bootstrap': True}",1252.7780923868183,0.8157038845457213
Bhandara,Area,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_depth': None, 'bootstrap': False}",262.8302104891635,0.9438789056512548
Bhandara,Production,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_depth': 20, 'bootstrap': True}",5502.687603625095,0.802068487005849
Bhandara,Yield,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': None, 'bootstrap': True}",1442080.418134646,0.882748624966314
Bhandara,Irrigated Area,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_depth': 20, 'bootstrap': True}",658.4714978398935,0.8826966876155904
Bhandara,Annual Rainfall,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': None, 'bootstrap': True}",34243.95229301645,0.6455521762673734
Bhandara,NITROGEN CONSUMPTION (tons),"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': None, 'bootstrap': False}",1240222.7211538462,0.9933806221137088
Bhandara,NITROGEN SHARE IN NPK (Percent),"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 20, 'bootstrap': False}",0.554845032051282,0.9886960630720346
Bhandara,NITROGEN PER HA OF NCA (Kg per ha),"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 20, 'bootstrap': False}",35.30529226190476,0.9762896381036124
Bhandara,NITROGEN PER HA OF GCA (Kg per ha),"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_depth': 10, 'bootstrap': False}",16.194528296703293,0.9811968651875096
Bhandara,PHOSPHATE CONSUMPTION (tons),"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': None, 'bootstrap': False}",206141.4967948718,0.9953138023809791
