District,Year,Target Column,Forecasted Value
Ahmednagar,2022,BARREN AND UNCULTIVABLE LAND AREA (1000 ha),158.3127668414919
Ahmednagar,2023,BARREN AND UNCULTIVABLE LAND AREA (1000 ha),158.42504169719174
Ahmednagar,2024,BARREN AND UNCULTIVABLE LAND AREA (1000 ha),158.03300897990903
Ahmednagar,2025,BARREN AND UNCULTIVABLE LAND AREA (1000 ha),156.4212523212899
Ahmednagar,2030,BARREN AND UNCULTIVABLE LAND AREA (1000 ha),156.2511457695084
Ahmednagar,2035,BARREN AND UNCULTIVABLE LAND AREA (1000 ha),156.7015863691865
Ahmednagar,2040,BARREN AND UNCULTIVABLE LAND AREA (1000 ha),154.90471946109454
Ahmednagar,2045,BARREN AND UNCULTIVABLE LAND AREA (1000 ha),154.9815701645577
Ahmednagar,2018,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),1.1000000000000103
Ahmednagar,2019,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),1.1000000000000103
Ahmednagar,2020,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),1.1000000000000103
Ahmednagar,2021,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),1.1000000000000103
Ahmednagar,2022,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),1.1000000000000103
Ahmednagar,2023,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),1.1000000000000103
Ahmednagar,2024,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),6.699999999999949
Ahmednagar,2025,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),6.699999999999949
Ahmednagar,2030,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),6.699999999999949
Ahmednagar,2035,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),6.699999999999949
Ahmednagar,2040,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),6.699999999999949
Ahmednagar,2045,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),6.699999999999949
Ahmednagar,2018,CULTIVABLE WASTE LAND AREA (1000 ha),7.224999999999984
Ahmednagar,2019,CULTIVABLE WASTE LAND AREA (1000 ha),7.224999999999984
Ahmednagar,2020,CULTIVABLE WASTE LAND AREA (1000 ha),7.224999999999984
Ahmednagar,2021,CULTIVABLE WASTE LAND AREA (1000 ha),7.224999999999984
Ahmednagar,2022,CULTIVABLE WASTE LAND AREA (1000 ha),24.80000000000009
Ahmednagar,2023,CULTIVABLE WASTE LAND AREA (1000 ha),24.80000000000009
Ahmednagar,2024,CULTIVABLE WASTE LAND AREA (1000 ha),24.80000000000009
Ahmednagar,2025,CULTIVABLE WASTE LAND AREA (1000 ha),14.733333333333277
Ahmednagar,2030,CULTIVABLE WASTE LAND AREA (1000 ha),14.733333333333277
Ahmednagar,2035,CULTIVABLE WASTE LAND AREA (1000 ha),14.733333333333277
Ahmednagar,2040,CULTIVABLE WASTE LAND AREA (1000 ha),14.733333333333277
Ahmednagar,2045,CULTIVABLE WASTE LAND AREA (1000 ha),14.733333333333277
Ahmednagar,2018,PERMANENT PASTURES AREA (1000 ha),27.617706454248378
Ahmednagar,2019,PERMANENT PASTURES AREA (1000 ha),28.554079851684275
Ahmednagar,2020,PERMANENT PASTURES AREA (1000 ha),28.556340474394897
Ahmednagar,2021,PERMANENT PASTURES AREA (1000 ha),31.410473706440627
Ahmednagar,2022,PERMANENT PASTURES AREA (1000 ha),41.12258410094806
Ahmednagar,2023,PERMANENT PASTURES AREA (1000 ha),43.86322816448254
Ahmednagar,2024,PERMANENT PASTURES AREA (1000 ha),43.314951466208804
Ahmednagar,2025,PERMANENT PASTURES AREA (1000 ha),43.707662937022114
Ahmednagar,2030,PERMANENT PASTURES AREA (1000 ha),41.40765125348509
Ahmednagar,2035,PERMANENT PASTURES AREA (1000 ha),39.97835557500847
Ahmednagar,2040,PERMANENT PASTURES AREA (1000 ha),41.476217697812174
Ahmednagar,2045,PERMANENT PASTURES AREA (1000 ha),39.72153646708682
Ahmednagar,2018,OTHER FALLOW AREA (1000 ha),57.73333333333349
Ahmednagar,2019,OTHER FALLOW AREA (1000 ha),36.29999999999991
Ahmednagar,2020,OTHER FALLOW AREA (1000 ha),38.75
Ahmednagar,2021,OTHER FALLOW AREA (1000 ha),43.45000000000019
Ahmednagar,2022,OTHER FALLOW AREA (1000 ha),38.75
Ahmednagar,2023,OTHER FALLOW AREA (1000 ha),57.73333333333349
Ahmednagar,2024,OTHER FALLOW AREA (1000 ha),57.73333333333349
Ahmednagar,2025,OTHER FALLOW AREA (1000 ha),35.10000000000019
Ahmednagar,2030,OTHER FALLOW AREA (1000 ha),35.10000000000019
Ahmednagar,2035,OTHER FALLOW AREA (1000 ha),30.899999999999824
Ahmednagar,2040,OTHER FALLOW AREA (1000 ha),30.899999999999824
Ahmednagar,2045,OTHER FALLOW AREA (1000 ha),36.29999999999991
Ahmednagar,2018,CURRENT FALLOW AREA (1000 ha),17.385714285714307
Ahmednagar,2019,CURRENT FALLOW AREA (1000 ha),17.385714285714307
Ahmednagar,2020,CURRENT FALLOW AREA (1000 ha),17.385714285714307
Ahmednagar,2021,CURRENT FALLOW AREA (1000 ha),17.385714285714307
Ahmednagar,2022,CURRENT FALLOW AREA (1000 ha),17.385714285714307
Ahmednagar,2023,CURRENT FALLOW AREA (1000 ha),114.83333333333341
Ahmednagar,2024,CURRENT FALLOW AREA (1000 ha),63.0
Ahmednagar,2025,CURRENT FALLOW AREA (1000 ha),27.460000000000026
Ahmednagar,2030,CURRENT FALLOW AREA (1000 ha),17.385714285714307
Ahmednagar,2035,CURRENT FALLOW AREA (1000 ha),17.385714285714307
Ahmednagar,2040,CURRENT FALLOW AREA (1000 ha),27.460000000000026
Ahmednagar,2045,CURRENT FALLOW AREA (1000 ha),39.550000000000075
Ahmednagar,2018,NET CROPPED AREA (1000 ha),1250.333333333333
Ahmednagar,2019,NET CROPPED AREA (1000 ha),1266.099999999988
Ahmednagar,2020,NET CROPPED AREA (1000 ha),1266.099999999988
Ahmednagar,2021,NET CROPPED AREA (1000 ha),1266.099999999988
Ahmednagar,2022,NET CROPPED AREA (1000 ha),1250.333333333333
Ahmednagar,2023,NET CROPPED AREA (1000 ha),1116.5499999999952
Ahmednagar,2024,NET CROPPED AREA (1000 ha),1167.5499999999975
Ahmednagar,2025,NET CROPPED AREA (1000 ha),1236.625
Ahmednagar,2030,NET CROPPED AREA (1000 ha),1236.625
Ahmednagar,2035,NET CROPPED AREA (1000 ha),1250.333333333333
Ahmednagar,2040,NET CROPPED AREA (1000 ha),1236.625
Ahmednagar,2045,NET CROPPED AREA (1000 ha),1236.625
Ahmednagar,2018,GROSS CROPPED AREA (1000 ha),1319.3714285714266
Ahmednagar,2019,GROSS CROPPED AREA (1000 ha),1319.3714285714266
Ahmednagar,2020,GROSS CROPPED AREA (1000 ha),1319.3714285714266
Ahmednagar,2021,GROSS CROPPED AREA (1000 ha),1319.3714285714266
Ahmednagar,2022,GROSS CROPPED AREA (1000 ha),1319.3714285714266
Ahmednagar,2023,GROSS CROPPED AREA (1000 ha),1228.220000000001
Ahmednagar,2024,GROSS CROPPED AREA (1000 ha),1240.0249999999978
Ahmednagar,2025,GROSS CROPPED AREA (1000 ha),1319.3714285714266
Ahmednagar,2030,GROSS CROPPED AREA (1000 ha),1354.533333333336
Ahmednagar,2035,GROSS CROPPED AREA (1000 ha),1381.8999999999974
Ahmednagar,2040,GROSS CROPPED AREA (1000 ha),1381.8999999999974
Ahmednagar,2045,GROSS CROPPED AREA (1000 ha),1381.8999999999974
Ahmednagar,2018,CROPING INTENSITY (Percent),106.56789999999997
Ahmednagar,2019,CROPING INTENSITY (Percent),105.85915000000018
Ahmednagar,2020,CROPING INTENSITY (Percent),105.35405000000011
Ahmednagar,2021,CROPING INTENSITY (Percent),105.1154500000001
Ahmednagar,2022,CROPING INTENSITY (Percent),103.74319999999982
Ahmednagar,2023,CROPING INTENSITY (Percent),104.48280000000015
Ahmednagar,2024,CROPING INTENSITY (Percent),104.3351999999999
Ahmednagar,2025,CROPING INTENSITY (Percent),106.7648
Ahmednagar,2030,CROPING INTENSITY (Percent),108.89544999999973
Ahmednagar,2035,CROPING INTENSITY (Percent),110.64385000000004
Ahmednagar,2040,CROPING INTENSITY (Percent),111.66754999999988
Ahmednagar,2045,CROPING INTENSITY (Percent),111.9389499999998
Ahmednagar,2018,Min Temp (Centigrate),18.69231343261224
Ahmednagar,2019,Min Temp (Centigrate),18.525599760834744
Ahmednagar,2020,Min Temp (Centigrate),18.442586626908902
Ahmednagar,2021,Min Temp (Centigrate),18.872844975613837
Ahmednagar,2022,Min Temp (Centigrate),18.46387635129127
Ahmednagar,2023,Min Temp (Centigrate),18.533309579953613
Ahmednagar,2024,Min Temp (Centigrate),19.08864167596755
Ahmednagar,2025,Min Temp (Centigrate),18.918857616548575
Ahmednagar,2030,Min Temp (Centigrate),18.680065109545705
Ahmednagar,2035,Min Temp (Centigrate),18.474183480639788
Ahmednagar,2040,Min Temp (Centigrate),18.58800540965499
Ahmednagar,2045,Min Temp (Centigrate),19.083335462997457
Ahmednagar,2018,Max Temp (Centigrate),32.58826212933687
Ahmednagar,2019,Max Temp (Centigrate),32.3661603833257
Ahmednagar,2020,Max Temp (Centigrate),32.25383067944227
Ahmednagar,2021,Max Temp (Centigrate),32.62354093374936
Ahmednagar,2022,Max Temp (Centigrate),32.10965348633367
Ahmednagar,2023,Max Temp (Centigrate),32.00315617585216
Ahmednagar,2024,Max Temp (Centigrate),32.613443085493394
Ahmednagar,2025,Max Temp (Centigrate),32.30141870404454
Ahmednagar,2030,Max Temp (Centigrate),32.13502305027996
Ahmednagar,2035,Max Temp (Centigrate),31.910413710089905
Ahmednagar,2040,Max Temp (Centigrate),32.3147276533788
Ahmednagar,2045,Max Temp (Centigrate),32.30600535644833
Ahmednagar,2018,Precipitation (mm),264.8958498015873
Ahmednagar,2019,Precipitation (mm),562.7459229365077
Ahmednagar,2020,Precipitation (mm),456.9958796230158
Ahmednagar,2021,Precipitation (mm),542.549530079365
Ahmednagar,2022,Precipitation (mm),411.132950102814
Ahmednagar,2023,Precipitation (mm),207.5552720075758
Ahmednagar,2024,Precipitation (mm),209.4180290512265
Ahmednagar,2025,Precipitation (mm),280.5717627615442
Ahmednagar,2030,Precipitation (mm),702.238571919192
Ahmednagar,2035,Precipitation (mm),773.4826793253966
Ahmednagar,2040,Precipitation (mm),560.0574766666667
Ahmednagar,2045,Precipitation (mm),570.8590326226551
Ahmednagar,2018,Evapotranspiration (mm),489.60846350000054
Ahmednagar,2019,Evapotranspiration (mm),560.1182319451658
