District,Year,Target Column,Forecasted Value
Ahmednagar,2018,NITROGEN CONSUMPTION (tons),2938.020254562678
Ahmednagar,2019,NITROGEN CONSUMPTION (tons),6714.008346503095
Ahmednagar,2020,NITROGEN CONSUMPTION (tons),4670.010981689516
Ahmednagar,2021,NITROGEN CONSUMPTION (tons),9477.003389884116
Ahmednagar,2022,NITROGEN CONSUMPTION (tons),9849.009651609307
Ahmednagar,2023,NITROGEN CONSUMPTION (tons),10351.000874352729
Ahmednagar,2024,NITROGEN CONSUMPTION (tons),14755.011776986346
Ahmednagar,2025,NITROGEN CONSUMPTION (tons),15750.993446075145
Ahmednagar,2030,NITROGEN CONSUMPTION (tons),14200.0029060133
Ahmednagar,2035,NITROGEN CONSUMPTION (tons),10988.013861861096
Ahmednagar,2040,NITROGEN CONSUMPTION (tons),13077.010615044068
Ahmednagar,2045,NITROGEN CONSUMPTION (tons),18397.000096001346
Ahmednagar,2018,NITROGEN SHARE IN NPK (Percent),73.02960069839307
Ahmednagar,2019,NITROGEN SHARE IN NPK (Percent),66.67076894439319
Ahmednagar,2020,NITROGEN SHARE IN NPK (Percent),65.46031668219248
Ahmednagar,2021,NITROGEN SHARE IN NPK (Percent),74.70020858640544
Ahmednagar,2022,NITROGEN SHARE IN NPK (Percent),70.37072887696982
Ahmednagar,2023,NITROGEN SHARE IN NPK (Percent),65.05819492651331
Ahmednagar,2024,NITROGEN SHARE IN NPK (Percent),64.21021427004032
Ahmednagar,2025,NITROGEN SHARE IN NPK (Percent),62.35205330013739
Ahmednagar,2030,NITROGEN SHARE IN NPK (Percent),49.51694848023449
Ahmednagar,2035,NITROGEN SHARE IN NPK (Percent),65.43015031030765
Ahmednagar,2040,NITROGEN SHARE IN NPK (Percent),64.18739207245532
Ahmednagar,2045,NITROGEN SHARE IN NPK (Percent),57.81984708234298
Ahmednagar,2018,NITROGEN PER HA OF NCA (Kg per ha),2.360557057960365
Ahmednagar,2019,NITROGEN PER HA OF NCA (Kg per ha),5.279952688206516
Ahmednagar,2020,NITROGEN PER HA OF NCA (Kg per ha),3.69059708712831
Ahmednagar,2021,NITROGEN PER HA OF NCA (Kg per ha),7.510546048996617
Ahmednagar,2022,NITROGEN PER HA OF NCA (Kg per ha),7.859591852816534
Ahmednagar,2023,NITROGEN PER HA OF NCA (Kg per ha),9.26053417372054
Ahmednagar,2024,NITROGEN PER HA OF NCA (Kg per ha),12.66994934867023
Ahmednagar,2025,NITROGEN PER HA OF NCA (Kg per ha),12.769977449191853
Ahmednagar,2030,NITROGEN PER HA OF NCA (Kg per ha),11.430596847454897
Ahmednagar,2035,NITROGEN PER HA OF NCA (Kg per ha),8.770326096310733
Ahmednagar,2040,NITROGEN PER HA OF NCA (Kg per ha),10.599503356448476
Ahmednagar,2045,NITROGEN PER HA OF NCA (Kg per ha),14.869544578009151
Ahmednagar,2018,NITROGEN PER HA OF GCA (Kg per ha),2.200012823973599
Ahmednagar,2019,NITROGEN PER HA OF GCA (Kg per ha),5.0200051179976235
Ahmednagar,2020,NITROGEN PER HA OF GCA (Kg per ha),3.520008140695672
Ahmednagar,2021,NITROGEN PER HA OF GCA (Kg per ha),7.16000706067735
Ahmednagar,2022,NITROGEN PER HA OF GCA (Kg per ha),7.670003903058818
Ahmednagar,2023,NITROGEN PER HA OF GCA (Kg per ha),8.890006742769495
Ahmednagar,2024,NITROGEN PER HA OF GCA (Kg per ha),12.270002004311008
Ahmednagar,2025,NITROGEN PER HA OF GCA (Kg per ha),11.970010430163775
Ahmednagar,2030,NITROGEN PER HA OF GCA (Kg per ha),10.490001972302409
Ahmednagar,2035,NITROGEN PER HA OF GCA (Kg per ha),7.920007272551175
Ahmednagar,2040,NITROGEN PER HA OF GCA (Kg per ha),9.410002367694041
Ahmednagar,2045,NITROGEN PER HA OF GCA (Kg per ha),13.200008624684326
Ahmednagar,2018,PHOSPHATE CONSUMPTION (tons),1161.056502181351
Ahmednagar,2019,PHOSPHATE CONSUMPTION (tons),3330.700673532538
Ahmednagar,2020,PHOSPHATE CONSUMPTION (tons),1652.4582416790388
Ahmednagar,2021,PHOSPHATE CONSUMPTION (tons),1638.535352906628
Ahmednagar,2022,PHOSPHATE CONSUMPTION (tons),2361.9296415348927
Ahmednagar,2023,PHOSPHATE CONSUMPTION (tons),3184.773067634746
Ahmednagar,2024,PHOSPHATE CONSUMPTION (tons),4117.750372355276
Ahmednagar,2025,PHOSPHATE CONSUMPTION (tons),5821.8114279199835
Ahmednagar,2030,PHOSPHATE CONSUMPTION (tons),5221.337772526817
Ahmednagar,2035,PHOSPHATE CONSUMPTION (tons),2369.3400654095212
Ahmednagar,2040,PHOSPHATE CONSUMPTION (tons),4720.122891103362
Ahmednagar,2045,PHOSPHATE CONSUMPTION (tons),7107.332124409256
Ahmednagar,2018,PHOSPHATE SHARE IN NPK (Percent),26.96570629215162
Ahmednagar,2019,PHOSPHATE SHARE IN NPK (Percent),33.3262588833553
Ahmednagar,2020,PHOSPHATE SHARE IN NPK (Percent),23.173085138473446
Ahmednagar,2021,PHOSPHATE SHARE IN NPK (Percent),13.084380004406071
Ahmednagar,2022,PHOSPHATE SHARE IN NPK (Percent),16.889766113589232
Ahmednagar,2023,PHOSPHATE SHARE IN NPK (Percent),19.97899012281886
Ahmednagar,2024,PHOSPHATE SHARE IN NPK (Percent),18.033334743244698
Ahmednagar,2025,PHOSPHATE SHARE IN NPK (Percent),23.037124211516524
Ahmednagar,2030,PHOSPHATE SHARE IN NPK (Percent),17.973943158942948
Ahmednagar,2035,PHOSPHATE SHARE IN NPK (Percent),14.17433840488597
Ahmednagar,2040,PHOSPHATE SHARE IN NPK (Percent),23.092265729439422
Ahmednagar,2045,PHOSPHATE SHARE IN NPK (Percent),22.33313851091005
Ahmednagar,2018,PHOSPHATE PER HA OF NCA (Kg per ha),0.8702116076779242
Ahmednagar,2019,PHOSPHATE PER HA OF NCA (Kg per ha),2.6400130887489053
Ahmednagar,2020,PHOSPHATE PER HA OF NCA (Kg per ha),1.310055681848183
Ahmednagar,2021,PHOSPHATE PER HA OF NCA (Kg per ha),1.3098650194983106
Ahmednagar,2022,PHOSPHATE PER HA OF NCA (Kg per ha),1.8900065969982713
Ahmednagar,2023,PHOSPHATE PER HA OF NCA (Kg per ha),2.839940653360496
Ahmednagar,2024,PHOSPHATE PER HA OF NCA (Kg per ha),3.560143079964013
Ahmednagar,2025,PHOSPHATE PER HA OF NCA (Kg per ha),4.719731921255498
Ahmednagar,2030,PHOSPHATE PER HA OF NCA (Kg per ha),4.150335724243228
Ahmednagar,2035,PHOSPHATE PER HA OF NCA (Kg per ha),1.900118202562421
Ahmednagar,2040,PHOSPHATE PER HA OF NCA (Kg per ha),3.8098940184516863
Ahmednagar,2045,PHOSPHATE PER HA OF NCA (Kg per ha),5.739800998100721
Ahmednagar,2018,PHOSPHATE PER HA OF GCA (Kg per ha),0.8194921818163228
Ahmednagar,2019,PHOSPHATE PER HA OF GCA (Kg per ha),2.505026718416563
Ahmednagar,2020,PHOSPHATE PER HA OF GCA (Kg per ha),1.2538744050111403
Ahmednagar,2021,PHOSPHATE PER HA OF GCA (Kg per ha),1.2478508423829835
Ahmednagar,2022,PHOSPHATE PER HA OF GCA (Kg per ha),1.840005347110435
Ahmednagar,2023,PHOSPHATE PER HA OF GCA (Kg per ha),2.731884745252853
Ahmednagar,2024,PHOSPHATE PER HA OF GCA (Kg per ha),3.4417636923935415
Ahmednagar,2025,PHOSPHATE PER HA OF GCA (Kg per ha),4.411336929244832
Ahmednagar,2030,PHOSPHATE PER HA OF GCA (Kg per ha),3.812487842989162
Ahmednagar,2035,PHOSPHATE PER HA OF GCA (Kg per ha),1.7221259227664758
Ahmednagar,2040,PHOSPHATE PER HA OF GCA (Kg per ha),3.3842332103781017
Ahmednagar,2045,PHOSPHATE PER HA OF GCA (Kg per ha),5.109036201501815
Ahmednagar,2018,POTASH CONSUMPTION (tons),0.6497788688303985
Ahmednagar,2019,POTASH CONSUMPTION (tons),-0.02127618754536397
Ahmednagar,2020,POTASH CONSUMPTION (tons),809.898543685531
Ahmednagar,2021,POTASH CONSUMPTION (tons),1550.8996224737332
Ahmednagar,2022,POTASH CONSUMPTION (tons),1783.5244732808158
Ahmednagar,2023,POTASH CONSUMPTION (tons),2380.700434579333
Ahmednagar,2024,POTASH CONSUMPTION (tons),4079.9864841343897
Ahmednagar,2025,POTASH CONSUMPTION (tons),3688.889319791842
Ahmednagar,2030,POTASH CONSUMPTION (tons),9323.751155093285
Ahmednagar,2035,POTASH CONSUMPTION (tons),3425.7804969951794
Ahmednagar,2040,POTASH CONSUMPTION (tons),2591.0981132115744
Ahmednagar,2045,POTASH CONSUMPTION (tons),6313.23188314022
Ahmednagar,2018,POTASH SHARE IN NPK (Percent),0.003208756581628177
Ahmednagar,2019,POTASH SHARE IN NPK (Percent),0.04601880024295012
Ahmednagar,2020,POTASH SHARE IN NPK (Percent),11.365664248851624
Ahmednagar,2021,POTASH SHARE IN NPK (Percent),12.323894861423906
Ahmednagar,2022,POTASH SHARE IN NPK (Percent),12.848569057231323
Ahmednagar,2023,POTASH SHARE IN NPK (Percent),15.026703566558886
Ahmednagar,2024,POTASH SHARE IN NPK (Percent),17.71739884906618
Ahmednagar,2025,POTASH SHARE IN NPK (Percent),14.7126063293793
Ahmednagar,2030,POTASH SHARE IN NPK (Percent),31.783494577959306
Ahmednagar,2035,POTASH SHARE IN NPK (Percent),20.5283577810026
Ahmednagar,2040,POTASH SHARE IN NPK (Percent),12.786477104667483
Ahmednagar,2045,POTASH SHARE IN NPK (Percent),19.90181449120442
Ahmednagar,2018,POTASH PER HA OF NCA (Kg per ha),0.014371958840911855
Ahmednagar,2019,POTASH PER HA OF NCA (Kg per ha),-0.004692393333411008
Ahmednagar,2020,POTASH PER HA OF NCA (Kg per ha),0.642793045525177
Ahmednagar,2021,POTASH PER HA OF NCA (Kg per ha),1.228738769984743
Ahmednagar,2022,POTASH PER HA OF NCA (Kg per ha),1.4232394619052895
Ahmednagar,2023,POTASH PER HA OF NCA (Kg per ha),2.1346622407066347
Ahmednagar,2024,POTASH PER HA OF NCA (Kg per ha),3.4812441165755508
Ahmednagar,2025,POTASH PER HA OF NCA (Kg per ha),2.993961592655914
Ahmednagar,2030,POTASH PER HA OF NCA (Kg per ha),7.505804318930158
Ahmednagar,2035,POTASH PER HA OF NCA (Kg per ha),2.7307039408216505
Ahmednagar,2040,POTASH PER HA OF NCA (Kg per ha),2.1128110538365834
Ahmednagar,2045,POTASH PER HA OF NCA (Kg per ha),5.090923142870946
Ahmednagar,2018,POTASH PER HA OF GCA (Kg per ha),0.00015005957783428877
Ahmednagar,2019,POTASH PER HA OF GCA (Kg per ha),-0.0002090612709615404
Ahmednagar,2020,POTASH PER HA OF GCA (Kg per ha),0.6101306150698568
Ahmednagar,2021,POTASH PER HA OF GCA (Kg per ha),1.1700424646021883
Ahmednagar,2022,POTASH PER HA OF GCA (Kg per ha),1.3899434256407688
Ahmednagar,2023,POTASH PER HA OF GCA (Kg per ha),2.040134118841873
Ahmednagar,2024,POTASH PER HA OF GCA (Kg per ha),3.3900488101987802
Ahmednagar,2025,POTASH PER HA OF GCA (Kg per ha),2.799915635154816
Ahmednagar,2030,POTASH PER HA OF GCA (Kg per ha),6.890073659112598
Ahmednagar,2035,POTASH PER HA OF GCA (Kg per ha),2.469802089315443
Ahmednagar,2040,POTASH PER HA OF GCA (Kg per ha),1.8602360051325397
Ahmednagar,2045,POTASH PER HA OF GCA (Kg per ha),4.52998525854197
Ahmednagar,2018,TOTAL CONSUMPTION (tons),4399.196038527398
Ahmednagar,2019,TOTAL CONSUMPTION (tons),9968.693634950258
Ahmednagar,2020,TOTAL CONSUMPTION (tons),7096.63811146404
Ahmednagar,2021,TOTAL CONSUMPTION (tons),12609.187893063065
Ahmednagar,2022,TOTAL CONSUMPTION (tons),13934.47871899331
Ahmednagar,2023,TOTAL CONSUMPTION (tons),15948.607563033353
Ahmednagar,2024,TOTAL CONSUMPTION (tons),22866.80897702492
Ahmednagar,2025,TOTAL CONSUMPTION (tons),25217.293494585
Ahmednagar,2030,TOTAL CONSUMPTION (tons),28864.199532525134
Ahmednagar,2035,TOTAL CONSUMPTION (tons),16791.222903583246
Ahmednagar,2040,TOTAL CONSUMPTION (tons),20449.452197857325
Ahmednagar,2045,TOTAL CONSUMPTION (tons),31801.637118947234
Ahmednagar,2018,TOTAL PER HA OF NCA (Kg per ha),3.233270648806569
Ahmednagar,2019,TOTAL PER HA OF NCA (Kg per ha),7.917574342786637
Ahmednagar,2020,TOTAL PER HA OF NCA (Kg per ha),5.639661996840407
Ahmednagar,2021,TOTAL PER HA OF NCA (Kg per ha),10.046772019936329
Ahmednagar,2022,TOTAL PER HA OF NCA (Kg per ha),11.169897450371609
Ahmednagar,2023,TOTAL PER HA OF NCA (Kg per ha),14.237964315260857
Ahmednagar,2024,TOTAL PER HA OF NCA (Kg per ha),19.72779312549361
Ahmednagar,2025,TOTAL PER HA OF NCA (Kg per ha),20.484590759548734
Ahmednagar,2030,TOTAL PER HA OF NCA (Kg per ha),23.080000140878123
Ahmednagar,2035,TOTAL PER HA OF NCA (Kg per ha),13.404680891572886
Ahmednagar,2040,TOTAL PER HA OF NCA (Kg per ha),16.508835155835197
Ahmednagar,2045,TOTAL PER HA OF NCA (Kg per ha),25.719888200929603
Ahmednagar,2018,FOREST AREA (1000 ha),194.99999948301587
Ahmednagar,2019,FOREST AREA (1000 ha),192.50000024334568
Ahmednagar,2020,FOREST AREA (1000 ha),191.60000013752787
Ahmednagar,2021,FOREST AREA (1000 ha),185.70000003807286
Ahmednagar,2022,FOREST AREA (1000 ha),185.69999968935863
Ahmednagar,2023,FOREST AREA (1000 ha),185.6000004049843
Ahmednagar,2024,FOREST AREA (1000 ha),184.09999971845397
Ahmednagar,2025,FOREST AREA (1000 ha),184.10000003071164
Ahmednagar,2030,FOREST AREA (1000 ha),184.09999982825755
Ahmednagar,2035,FOREST AREA (1000 ha),184.10000042420225
Ahmednagar,2040,FOREST AREA (1000 ha),183.99999970418054
Ahmednagar,2045,FOREST AREA (1000 ha),184.00000017777631
Ahmednagar,2018,BARREN AND UNCULTIVABLE LAND AREA (1000 ha),156.99993303294275
Ahmednagar,2019,BARREN AND UNCULTIVABLE LAND AREA (1000 ha),155.40001350715826
Ahmednagar,2020,BARREN AND UNCULTIVABLE LAND AREA (1000 ha),149.800104933524
Ahmednagar,2021,BARREN AND UNCULTIVABLE LAND AREA (1000 ha),161.99995680059294
Ahmednagar,2022,BARREN AND UNCULTIVABLE LAND AREA (1000 ha),162.90002583407292
Ahmednagar,2023,BARREN AND UNCULTIVABLE LAND AREA (1000 ha),162.89994347097772
Ahmednagar,2024,BARREN AND UNCULTIVABLE LAND AREA (1000 ha),156.30002484093976
Ahmednagar,2025,BARREN AND UNCULTIVABLE LAND AREA (1000 ha),156.30000524700387
Ahmednagar,2030,BARREN AND UNCULTIVABLE LAND AREA (1000 ha),156.3000590378842
Ahmednagar,2035,BARREN AND UNCULTIVABLE LAND AREA (1000 ha),156.2998875991383
Ahmednagar,2040,BARREN AND UNCULTIVABLE LAND AREA (1000 ha),156.00006836333228
Ahmednagar,2045,BARREN AND UNCULTIVABLE LAND AREA (1000 ha),156.2998412722898
Ahmednagar,2018,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),0.9009396405794946
Ahmednagar,2019,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),0.9015588970480061
Ahmednagar,2020,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),1.1015875930838612
Ahmednagar,2021,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),1.2028995831134381
Ahmednagar,2022,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),0.9989920271070002
Ahmednagar,2023,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),1.5002815655048565
Ahmednagar,2024,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),6.59908944314119
Ahmednagar,2025,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),6.600733291568503
Ahmednagar,2030,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),6.600945263218842
Ahmednagar,2035,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),6.698526723954946
Ahmednagar,2040,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),6.998708209546714
Ahmednagar,2045,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),6.600767898607216
Ahmednagar,2018,CULTIVABLE WASTE LAND AREA (1000 ha),8.199998657417527
Ahmednagar,2019,CULTIVABLE WASTE LAND AREA (1000 ha),6.500000841496514
Ahmednagar,2020,CULTIVABLE WASTE LAND AREA (1000 ha),7.400000459826987
Ahmednagar,2021,CULTIVABLE WASTE LAND AREA (1000 ha),6.800000241731323
Ahmednagar,2022,CULTIVABLE WASTE LAND AREA (1000 ha),33.600000050634726
Ahmednagar,2023,CULTIVABLE WASTE LAND AREA (1000 ha),36.799999708993695
Ahmednagar,2024,CULTIVABLE WASTE LAND AREA (1000 ha),14.400000586154748
Ahmednagar,2025,CULTIVABLE WASTE LAND AREA (1000 ha),14.399998990698288
Ahmednagar,2030,CULTIVABLE WASTE LAND AREA (1000 ha),14.400001006768056
Ahmednagar,2035,CULTIVABLE WASTE LAND AREA (1000 ha),14.399999018987716
Ahmednagar,2040,CULTIVABLE WASTE LAND AREA (1000 ha),14.00000101863162
Ahmednagar,2045,CULTIVABLE WASTE LAND AREA (1000 ha),14.399999492332238
Ahmednagar,2018,PERMANENT PASTURES AREA (1000 ha),27.64227708865193
Ahmednagar,2019,PERMANENT PASTURES AREA (1000 ha),26.311331551157462
Ahmednagar,2020,PERMANENT PASTURES AREA (1000 ha),29.653021343923413
Ahmednagar,2021,PERMANENT PASTURES AREA (1000 ha),28.032260679585455
Ahmednagar,2022,PERMANENT PASTURES AREA (1000 ha),44.03607421277714
Ahmednagar,2023,PERMANENT PASTURES AREA (1000 ha),44.839952227850596
Ahmednagar,2024,PERMANENT PASTURES AREA (1000 ha),42.97264456448481
Ahmednagar,2025,PERMANENT PASTURES AREA (1000 ha),43.23130992092689
Ahmednagar,2030,PERMANENT PASTURES AREA (1000 ha),40.965459449064255
Ahmednagar,2035,PERMANENT PASTURES AREA (1000 ha),40.68951831710798
Ahmednagar,2040,PERMANENT PASTURES AREA (1000 ha),40.91318863884181
Ahmednagar,2045,PERMANENT PASTURES AREA (1000 ha),38.18709745967595
Ahmednagar,2018,OTHER FALLOW AREA (1000 ha),53.03626116861739
Ahmednagar,2019,OTHER FALLOW AREA (1000 ha),36.925193565921596
Ahmednagar,2020,OTHER FALLOW AREA (1000 ha),39.714348590461746
Ahmednagar,2021,OTHER FALLOW AREA (1000 ha),45.241811628365305
Ahmednagar,2022,OTHER FALLOW AREA (1000 ha),37.83069332801211
Ahmednagar,2023,OTHER FALLOW AREA (1000 ha),55.65990965308414
Ahmednagar,2024,OTHER FALLOW AREA (1000 ha),64.58371186599226
Ahmednagar,2025,OTHER FALLOW AREA (1000 ha),34.89543263913631
Ahmednagar,2030,OTHER FALLOW AREA (1000 ha),35.34398916090981
Ahmednagar,2035,OTHER FALLOW AREA (1000 ha),28.122499493788453
Ahmednagar,2040,OTHER FALLOW AREA (1000 ha),34.165302510754636
Ahmednagar,2045,OTHER FALLOW AREA (1000 ha),35.7408947182714
Ahmednagar,2018,CURRENT FALLOW AREA (1000 ha),14.076211832850744
Ahmednagar,2019,CURRENT FALLOW AREA (1000 ha),14.889314067225422
Ahmednagar,2020,CURRENT FALLOW AREA (1000 ha),16.203926928049523
Ahmednagar,2021,CURRENT FALLOW AREA (1000 ha),14.350576200406817
Ahmednagar,2022,CURRENT FALLOW AREA (1000 ha),22.949829043638143
Ahmednagar,2023,CURRENT FALLOW AREA (1000 ha),97.18436198498092
Ahmednagar,2024,CURRENT FALLOW AREA (1000 ha),68.51647130224967
Ahmednagar,2025,CURRENT FALLOW AREA (1000 ha),29.435262067508635
Ahmednagar,2030,CURRENT FALLOW AREA (1000 ha),21.49062820555844
Ahmednagar,2035,CURRENT FALLOW AREA (1000 ha),18.059555043606096
Ahmednagar,2040,CURRENT FALLOW AREA (1000 ha),31.92210995299123
Ahmednagar,2045,CURRENT FALLOW AREA (1000 ha),30.519468638630556
Ahmednagar,2018,NET CROPPED AREA (1000 ha),1244.8524896112
Ahmednagar,2019,NET CROPPED AREA (1000 ha),1269.710418456276
Ahmednagar,2020,NET CROPPED AREA (1000 ha),1265.0782916447477
Ahmednagar,2021,NET CROPPED AREA (1000 ha),1261.0894313508725
Ahmednagar,2022,NET CROPPED AREA (1000 ha),1252.0050203771984
Ahmednagar,2023,NET CROPPED AREA (1000 ha),1118.3651992525283
Ahmednagar,2024,NET CROPPED AREA (1000 ha),1165.4291319995054
Ahmednagar,2025,NET CROPPED AREA (1000 ha),1233.1366956638785
Ahmednagar,2030,NET CROPPED AREA (1000 ha),1242.0734117583288
Ahmednagar,2035,NET CROPPED AREA (1000 ha),1252.0448240552514
Ahmednagar,2040,NET CROPPED AREA (1000 ha),1233.580900372129
Ahmednagar,2045,NET CROPPED AREA (1000 ha),1235.6874677373444
Ahmednagar,2018,GROSS CROPPED AREA (1000 ha),1339.7509647697548
Ahmednagar,2019,GROSS CROPPED AREA (1000 ha),1348.0478487473029
Ahmednagar,2020,GROSS CROPPED AREA (1000 ha),1342.942034391145
Ahmednagar,2021,GROSS CROPPED AREA (1000 ha),1340.2266868500876
Ahmednagar,2022,GROSS CROPPED AREA (1000 ha),1306.2770346918967
Ahmednagar,2023,GROSS CROPPED AREA (1000 ha),1265.8076600476738
Ahmednagar,2024,GROSS CROPPED AREA (1000 ha),1270.8259919588515
Ahmednagar,2025,GROSS CROPPED AREA (1000 ha),1333.469665618826
Ahmednagar,2030,GROSS CROPPED AREA (1000 ha),1350.4826063358314
Ahmednagar,2035,GROSS CROPPED AREA (1000 ha),1371.322554129816
Ahmednagar,2040,GROSS CROPPED AREA (1000 ha),1376.2152245007271
Ahmednagar,2045,GROSS CROPPED AREA (1000 ha),1373.889285307006
Ahmednagar,2018,CROPING INTENSITY (Percent),107.02731361961052
Ahmednagar,2019,CROPING INTENSITY (Percent),105.3859243194131
Ahmednagar,2020,CROPING INTENSITY (Percent),104.83644672210968
Ahmednagar,2021,CROPING INTENSITY (Percent),104.96230694411761
Ahmednagar,2022,CROPING INTENSITY (Percent),102.57671346759976
Ahmednagar,2023,CROPING INTENSITY (Percent),104.1211761579398
Ahmednagar,2024,CROPING INTENSITY (Percent),103.35954119781397
Ahmednagar,2025,CROPING INTENSITY (Percent),106.74696284385243
Ahmednagar,2030,CROPING INTENSITY (Percent),108.93011247633169
Ahmednagar,2035,CROPING INTENSITY (Percent),110.6763010359152
Ahmednagar,2040,CROPING INTENSITY (Percent),112.51656251262236
Ahmednagar,2045,CROPING INTENSITY (Percent),112.82039510863457
Ahmednagar,2018,Min Temp (Centigrate),18.760939467165482
Ahmednagar,2019,Min Temp (Centigrate),18.645999331663393
Ahmednagar,2020,Min Temp (Centigrate),18.05693897519851
Ahmednagar,2021,Min Temp (Centigrate),19.175798863357073
Ahmednagar,2022,Min Temp (Centigrate),18.28324581409397
Ahmednagar,2023,Min Temp (Centigrate),18.299399839848174
Ahmednagar,2024,Min Temp (Centigrate),18.89076505445777
Ahmednagar,2025,Min Temp (Centigrate),18.99609288794901
Ahmednagar,2030,Min Temp (Centigrate),18.406020653986154
Ahmednagar,2035,Min Temp (Centigrate),18.013188604303036
Ahmednagar,2040,Min Temp (Centigrate),18.64206299453892
Ahmednagar,2045,Min Temp (Centigrate),19.27450123106494
Ahmednagar,2018,Max Temp (Centigrate),32.74014297627092
Ahmednagar,2019,Max Temp (Centigrate),32.43124081125946
Ahmednagar,2020,Max Temp (Centigrate),32.20461310322631
Ahmednagar,2021,Max Temp (Centigrate),32.775396730510316
Ahmednagar,2022,Max Temp (Centigrate),32.125969651772216
Ahmednagar,2023,Max Temp (Centigrate),31.760755588676574
Ahmednagar,2024,Max Temp (Centigrate),32.756692257658756
Ahmednagar,2025,Max Temp (Centigrate),32.30440305352964
Ahmednagar,2030,Max Temp (Centigrate),32.25327089798045
Ahmednagar,2035,Max Temp (Centigrate),31.70694400269053
Ahmednagar,2040,Max Temp (Centigrate),32.360091134290805
Ahmednagar,2045,Max Temp (Centigrate),32.254375179814815
Ahmednagar,2018,Precipitation (mm),171.5213372822928
Ahmednagar,2019,Precipitation (mm),648.5711874528432
Ahmednagar,2020,Precipitation (mm),551.4830136076531
Ahmednagar,2021,Precipitation (mm),694.1691215662518
Ahmednagar,2022,Precipitation (mm),218.04266720763422
Ahmednagar,2023,Precipitation (mm),172.31802268510293
Ahmednagar,2024,Precipitation (mm),108.62161106400228
